id,city,state,zip,date,community_policing_description,lat,lng,count
64, NOVI, MI,48375,12/30/19,Public Relations,42.456941,-83.502683,1
65, NOVI, MI,48375,12/30/19,Public Relations,42.522439,-83.49899,1
66, NOVI, MI,48375,12/30/19,Public Relations,42.468959,-83.522221,1
67, NOVI, MI,48375,12/30/19,Community Preparedness Check,42.508257,-83.454752,1
68, NOVI, MI,48375,12/30/19,Public Relations,42.509067,-83.463226,1
69, NOVI, MI,48375,12/30/19,Public Relations,42.493266,-83.528514,1
70, NOVI, MI,48377,12/30/19,Public Relations,42.512892,-83.449649,1
71, NOVI, MI,48377,12/30/19,Public Relations,42.488863,-83.502099,1
72, NOVI, MI,48375,12/30/19,Public Relations,42.503898,-83.443508,1
73, NOVI, MI,48375,12/30/19,Community Preparedness Check,42.465061,-83.461523,1
74, NOVI, MI,48375,12/30/19,Public Relations,42.515603,-83.502752,1
75, NOVI, MI,48375,12/30/19,Community Preparedness Check,42.461427,-83.446007,1
76, NOVI, MI,48375,12/30/19,Community Preparedness Check,42.468959,-83.522221,1
77, NOVI, MI,48375,12/30/19,Public Relations,42.468959,-83.522221,1
78, NOVI, MI,48375,12/30/19,Community Preparedness Check,42.477373,-83.464742,1
79, NOVI, MI,48374,12/30/19,Public Relations,42.444532,-83.466231,1
80, NOVI, MI,48375,12/30/19,Public Relations,42.468959,-83.522221,1
81, NOVI, MI,48374,12/30/19,Public Relations,42.447304,-83.434943,1
82, NOVI, MI,48375,12/30/19,Community Preparedness Check,42.488863,-83.502099,1
83, NOVI, MI,48375,12/30/19,Community Preparedness Check,42.468959,-83.522221,1
84, NOVI, MI,48375,12/30/19,Public Relations,42.468959,-83.522221,1
85, NOVI, MI,48375,12/30/19,Public Relations,42.44864,-83.43778,1
86, NOVI, MI,48375,12/30/19,Community Preparedness Check,42.483814,-83.474698,1
87, NOVI, MI,48375,12/30/19,Community Preparedness Check,42.449088,-83.456196,1
88, NOVI, MI,48375,12/29/19,Community Preparedness Check,42.44864,-83.43778,1
89, NOVI, MI,48375,12/29/19,Public Relations,42.468959,-83.522221,1
90, NOVI, MI,48375,12/29/19,Public Relations,42.468959,-83.522221,1
91, NOVI, MI,48375,12/29/19,Public Relations,42.468959,-83.522221,1
92, NOVI, MI,48375,12/29/19,Public Relations,42.449782,-83.467187,1
93, NOVI, MI,48375,12/29/19,Public Relations,42.488863,-83.502099,1
94, NOVI, MI,48377,12/29/19,Public Relations,42.505218,-83.461794,1
95, NOVI, MI,48375,12/29/19,Public Relations,42.480495,-83.476002,1
96, NOVI, MI,48375,12/29/19,Community Preparedness Check,42.482707,-83.498033,1
97, NOVI, MI,48375,12/29/19,Public Relations,42.449088,-83.456196,1
98, NOVI, MI,48375,12/29/19,Public Relations,42.483772,-83.489438,1
99, NOVI, MI,48375,12/29/19,Public Relations,42.518195,-83.502043,1
100, NOVI, MI,48375,12/29/19,Public Relations,42.491282,-83.521353,1
101, NOVI, MI,48374,12/29/19,Public Relations,42.473913,-83.497865,1
102, NOVI, MI,48375,12/29/19,Public Relations,42.514256,-83.461199,1
103, NOVI, MI,48375,12/29/19,Community Preparedness Check,42.521202,-83.469492,1
104, NOVI, MI,48375,12/29/19,Public Relations,42.491988,-83.480578,1
105, NOVI, MI,48375,12/29/19,Public Relations,42.492271,-83.475934,1
106, NOVI, MI,48375,12/29/19,Public Relations,42.442086,-83.434887,1
107, NOVI, MI,48375,12/29/19,Public Relations,42.443062,-83.435775,1
108, NOVI, MI,48375,12/29/19,Community Preparedness Check,42.505329,-83.454491,1
109, NOVI, MI,48375,12/29/19,Public Relations,42.505218,-83.461794,1
110, NOVI, MI,48375,12/29/19,Public Relations,42.478383,-83.545678,1
111, NOVI, MI,48375,12/29/19,Public Relations,42.486626,-83.520422,1
112, NOVI, MI,48377,12/29/19,Public Relations,42.509539,-83.467606,1
113, NOVI, MI,48375,12/29/19,Public Relations,42.442086,-83.434887,1
114, NOVI, MI,48375,12/29/19,Public Relations,42.488284,-83.534312,1
115, NOVI, MI,48374,12/29/19,Public Relations,42.468959,-83.522221,1
116, NOVI, MI,48375,12/29/19,Public Relations,42.468959,-83.522221,1
117, NOVI, MI,48375,12/29/19,Community Preparedness Check,42.470672,-83.456985,1
118, NOVI, MI,48375,12/29/19,Public Relations,42.503898,-83.443508,1
119, NOVI, MI,48375,12/29/19,Public Relations,42.468959,-83.522221,1
120, NOVI, MI,48375,12/29/19,Community Preparedness Check,42.468959,-83.522221,1
121, NOVI, MI,48374,12/29/19,Public Relations,42.482707,-83.498033,1
122, NOVI, MI,48377,12/29/19,Public Relations,42.512892,-83.449649,1
123, NOVI, MI,48375,12/29/19,Community Preparedness Check,42.521202,-83.469492,1
124, NOVI, MI,48375,12/29/19,Public Relations,42.468959,-83.522221,1
125, NOVI, MI,48375,12/29/19,Community Preparedness Check,42.475122,-83.448154,1
126, NOVI, MI,48374,12/29/19,Public Relations,42.488284,-83.534312,1
127, NOVI, MI,48375,12/29/19,Public Relations,42.486346,-83.499512,1
128, NOVI, MI,48375,12/29/19,Community Preparedness Check,42.512892,-83.449649,1
129, NOVI, MI,48374,12/29/19,Public Relations,42.488863,-83.502099,1
130, NOVI, MI,48375,12/29/19,Community Preparedness Check,42.508257,-83.454752,1
131, NOVI, MI,48375,12/29/19,Public Relations,42.486626,-83.520422,1
132, NOVI, MI,48375,12/29/19,Community Preparedness Check,42.466032,-83.475875,1
133, NOVI, MI,48375,12/29/19,Public Relations,42.468959,-83.522221,1
134, NOVI, MI,48375,12/28/19,Public Relations,42.468959,-83.522221,1
135, NOVI, MI,48375,12/28/19,Public Relations,42.468959,-83.522221,1
136, NOVI, MI,48375,12/28/19,Public Relations,42.468959,-83.522221,1
137, NOVI, MI,48375,12/28/19,Public Relations,42.503196,-83.473024,1
138, NOVI, MI,48375,12/28/19,Public Relations,42.480104,-83.471088,1
139, NOVI, MI,48375,12/28/19,Public Relations,42.468959,-83.522221,1
140, NOVI, MI,48374,12/28/19,Public Relations,42.488863,-83.502099,1
141, NOVI, MI,48375,12/28/19,Public Relations,42.461707,-83.468821,1
142, NOVI, MI,48375,12/28/19,Public Relations,42.491899,-83.471475,1
143, NOVI, MI,48375,12/28/19,Public Relations,42.514256,-83.461199,1
144, NOVI, MI,48375,12/28/19,Public Relations,42.48073,-83.454373,1
145, NOVI, MI,48375,12/28/19,Public Relations,42.491899,-83.471475,1
146, NOVI, MI,48375,12/28/19,Public Relations,42.468959,-83.522221,1
147, NOVI, MI,48375,12/28/19,Public Relations,42.493759,-83.47675,1
148, NOVI, MI,48375,12/28/19,Public Relations,42.478491,-83.461541,1
149, NOVI, MI,48375,12/28/19,Public Relations,42.442086,-83.434887,1
150, NOVI, MI,48375,12/28/19,Public Relations,42.442086,-83.434887,1
151, NOVI, MI,48377,12/28/19,Public Relations,42.468959,-83.522221,1
152, NOVI, MI,48375,12/28/19,Community Preparedness Check,42.444341,-83.455271,1
153, NOVI, MI,48375,12/28/19,Public Relations,42.486346,-83.499512,1
154, NOVI, MI,48375,12/28/19,Public Relations,42.491988,-83.480578,1
155, NOVI, MI,48375,12/28/19,Public Relations,42.49097,-83.476249,1
156, NOVI, MI,48375,12/28/19,Public Relations,42.483274,-83.476097,1
157, NOVI, MI,48375,12/28/19,Public Relations,42.476448,-83.451172,1
158, NOVI, MI,48375,12/28/19,Public Relations,42.471666,-83.435319,1
159, NOVI, MI,48375,12/28/19,Public Relations,42.486626,-83.520422,1
160, NOVI, MI,48375,12/28/19,Public Relations,42.474653,-83.436949,1
161, NOVI, MI,48375,12/28/19,Community Preparedness Check,42.463211,-83.490985,1
162, NOVI, MI,48375,12/28/19,Public Relations,42.521202,-83.469492,1
163, NOVI, MI,48375,12/28/19,Public Relations,42.491916,-83.518468,1
164, NOVI, MI,48375,12/28/19,Public Relations,42.493133,-83.534663,1
165, NOVI, MI,48375,12/28/19,Public Relations,42.472468,-83.474906,1
166, NOVI, MI,48375,12/28/19,Public Relations,42.468959,-83.522221,1
167, NOVI, MI,48375,12/28/19,Public Relations,42.483975,-83.47661,1
168, NOVI, MI,48377,12/28/19,Community Preparedness Check,42.468959,-83.522221,1
169, NOVI, MI,48375,12/28/19,Public Relations,42.488284,-83.534312,1
170, NOVI, MI,48375,12/28/19,Community Preparedness Check,42.468959,-83.522221,1
171, NOVI, MI,48375,12/27/19,Public Relations,42.468959,-83.522221,1
172, NOVI, MI,48375,12/27/19,Community Preparedness Check,42.449088,-83.456196,1
173, NOVI, MI,48375,12/27/19,Public Relations,42.468959,-83.522221,1
174, NOVI, MI,48375,12/27/19,Public Relations,42.468959,-83.522221,1
175, NOVI, MI,48375,12/27/19,Public Relations,42.469291,-83.473657,1
176, NOVI, MI,48375,12/27/19,Public Relations,42.483814,-83.474698,1
177, NOVI, MI,48375,12/27/19,Public Relations,42.491899,-83.471475,1
178, NOVI, MI,48375,12/27/19,Public Relations,42.479658,-83.475605,1
179, NOVI, MI,48375,12/27/19,Public Relations,42.468959,-83.522221,1
180, NOVI, MI,48375,12/27/19,Community Preparedness Check,42.463211,-83.490985,1
181, NOVI, MI,48375,12/27/19,Public Relations,42.491988,-83.480578,1
182, NOVI, MI,48375,12/27/19,Public Relations,42.468959,-83.522221,1
183, NOVI, MI,48375,12/27/19,Public Relations,42.468959,-83.522221,1
184, NOVI, MI,48375,12/27/19,Public Relations,42.489376,-83.540248,1
185, NOVI, MI,48375,12/27/19,Public Relations,42.491899,-83.471475,1
186, NOVI, MI,48375,12/27/19,Community Preparedness Check,42.468959,-83.522221,1
187, NOVI, MI,48375,12/27/19,Community Preparedness Check,42.468959,-83.522221,1
188, NOVI, MI,48375,12/27/19,Public Relations,42.468959,-83.522221,1
189, NOVI, MI,48375,12/27/19,Public Relations,42.488284,-83.534312,1
190, NOVI, MI,48375,12/27/19,Public Relations,42.440775,-83.437282,1
191, NOVI, MI,48375,12/27/19,Public Relations,42.488863,-83.502099,1
192, NOVI, MI,48375,12/27/19,Public Relations,42.486626,-83.520422,1
193, NOVI, MI,48375,12/27/19,Public Relations,42.483274,-83.476097,1
194, NOVI, MI,48375,12/27/19,Public Relations,42.483814,-83.474698,1
195, NOVI, MI,48375,12/27/19,Public Relations,42.491348,-83.514615,1
196, NOVI, MI,48375,12/27/19,Public Relations,42.472468,-83.474906,1
197, NOVI, MI,48375,12/27/19,Public Relations,42.483814,-83.474698,1
198, NOVI, MI,48375,12/27/19,Public Relations,42.483274,-83.476097,1
199, NOVI, MI,48375,12/27/19,Public Relations,42.492721,-83.532006,1
200, NOVI, MI,48375,12/26/19,Public Relations,42.443062,-83.435775,1
201, NOVI, MI,48375,12/26/19,Community Preparedness Check,42.486569,-83.535075,1
202, NOVI, MI,48375,12/26/19,Public Relations,42.468959,-83.522221,1
203, NOVI, MI,48375,12/26/19,Public Relations,42.468959,-83.522221,1
204, NOVI, MI,48375,12/26/19,Public Relations,42.492271,-83.475934,1
205, NOVI, MI,48375,12/26/19,Public Relations,42.468959,-83.522221,1
206, NOVI, MI,48375,12/26/19,Public Relations,42.491988,-83.480578,1
207, NOVI, MI,48375,12/26/19,Public Relations,42.491899,-83.471475,1
208, NOVI, MI,48375,12/26/19,Public Relations,42.512319,-83.468002,1
209, NOVI, MI,48375,12/26/19,Public Relations,42.482083,-83.4715,1
210, NOVI, MI,48375,12/26/19,Public Relations,42.478033,-83.475493,1
211, NOVI, MI,48375,12/26/19,Community Preparedness Check,42.521202,-83.469492,1
212, NOVI, MI,48375,12/26/19,Public Relations,42.450681,-83.504154,1
213, NOVI, MI,48375,12/26/19,Community Preparedness Check,42.523733,-83.513396,1
214, NOVI, MI,48375,12/26/19,Community Preparedness Check,42.468514,-83.439433,1
215, NOVI, MI,48375,12/26/19,Community Preparedness Check,42.512892,-83.449649,1
216, NOVI, MI,48375,12/26/19,Public Relations,42.449782,-83.467187,1
217, NOVI, MI,48375,12/26/19,Public Relations,42.444532,-83.466231,1
218, NOVESTA TWP, MI,48729,12/26/19,Public Relations,42.488863,-83.502099,1
219, NOVI, MI,48377,12/26/19,Public Relations,42.493051,-83.521021,1
220, NOVI, MI,48375,12/26/19,Public Relations,42.468959,-83.522221,1
221, NOVI, MI,48375,12/26/19,Public Relations,42.468959,-83.522221,1
222, NOVI, MI,48375,12/26/19,Public Relations,42.468959,-83.522221,1
223, NOVI, MI,48374,12/26/19,Public Relations,42.493133,-83.534663,1
224, NOVI, MI,48375,12/26/19,Community Preparedness Check,42.473913,-83.497865,1
225, NOVI, MI,48375,12/25/19,Public Relations,42.468959,-83.522221,1
226, NOVI, MI,48374,12/25/19,Community Preparedness Check,42.486569,-83.535075,1
227, NOVI, MI,48374,12/25/19,Public Relations,42.493051,-83.521021,1
228, NOVI, MI,48375,12/25/19,Public Relations,42.473913,-83.497865,1
229, NOVI, MI,48375,12/25/19,Public Relations,42.490596,-83.479664,1
230, NOVI, MI,48375,12/25/19,Public Relations,42.587252,-83.411771,1
231, NOVI, MI,48375,12/25/19,Public Relations,42.482083,-83.4715,1
232, NOVI, MI,48375,12/25/19,Public Relations,42.512892,-83.449649,1
233, NOVI, MI,48374,12/25/19,Public Relations,42.488863,-83.502099,1
234, NOVI, MI,48375,12/25/19,Community Preparedness Check,42.488863,-83.502099,1
235, NOVI, MI,48374,12/25/19,Public Relations,42.471664,-83.545593,1
236, NOVI, MI,48374,12/25/19,Community Preparedness Check,42.512892,-83.449649,1
237, NOVI, MI,48375,12/25/19,Community Preparedness Check,42.468959,-83.522221,1
238, NOVI, MI,48375,12/25/19,Community Preparedness Check,42.468959,-83.522221,1
239, NOVI, MI,48375,12/25/19,Public Relations,42.479658,-83.475605,1
240, NOVI, MI,48375,12/25/19,Community Preparedness Check,42.512892,-83.449649,1
241, NOVI, MI,48375,12/25/19,Public Relations,42.450681,-83.504154,1
242, NOVI, MI,48375,12/25/19,Public Relations,42.503898,-83.443508,1
243, NOVI, MI,48375,12/25/19,Public Relations,42.468959,-83.522221,1
244, NOVI, MI,48374,12/25/19,Public Relations,42.468959,-83.522221,1
245, NOVI, MI,48375,12/25/19,Public Relations,42.468959,-83.522221,1
246, NOVI, MI,48375,12/25/19,Public Relations,42.503898,-83.443508,1
247, NOVI, MI,48375,12/25/19,Public Relations,42.503898,-83.443508,1
248, NOVI, MI,48375,12/25/19,Community Preparedness Check,42.44864,-83.43778,1
249, NOVI, MI,48375,12/25/19,Public Relations,42.523733,-83.513396,1
250, NOVI, MI,48374,12/25/19,Public Relations,42.444532,-83.466231,1
251, NOVI, MI,48374,12/25/19,Public Relations,42.447304,-83.434943,1
252, NOVI, MI,48374,12/25/19,Public Relations,42.477223,-83.454587,1
253, NOVI, MI,48375,12/25/19,Community Preparedness Check,42.477373,-83.464742,1
254, NOVI, MI,48375,12/25/19,Public Relations,42.523264,-83.515195,1
255, NOVI, MI,48375,12/25/19,Public Relations,42.525471,-83.492842,1
256, NOVI, MI,48375,12/24/19,Public Relations,42.443062,-83.435775,1
257, NOVI, MI,48375,12/24/19,Public Relations,42.494318,-83.481153,1
258, NOVI, MI,48374,12/24/19,Public Relations,42.493051,-83.521021,1
259, NOVI, MI,48374,12/24/19,Public Relations,42.468739,-83.47672,1
260, NOVI, MI,48375,12/24/19,Public Relations,42.493133,-83.534663,1
261, NOVI, MI,48375,12/24/19,Public Relations,42.468959,-83.522221,1
262, NOVI, MI,48375,12/24/19,Public Relations,42.503898,-83.443508,1
263, NOVI, MI,48375,12/24/19,Community Preparedness Check,42.477223,-83.454587,1
264, NOVI, MI,48375,12/24/19,Community Preparedness Check,42.511415,-83.477982,1
265, NOVI, MI,48375,12/24/19,Public Relations,42.491899,-83.471475,1
266, NOVI, MI,48375,12/24/19,Community Preparedness Check,42.498061,-83.437746,1
267, NOVI, MI,48375,12/24/19,Community Preparedness Check,42.508257,-83.454752,1
268, NOVI, MI,48375,12/24/19,Public Relations,42.468959,-83.522221,1
269, NOVI, MI,48375,12/24/19,Community Preparedness Check,42.468959,-83.522221,1
270, NOVI, MI,48374,12/24/19,Community Preparedness Check,42.450681,-83.504154,1
271, NOVI, MI,48374,12/24/19,Public Relations,42.493133,-83.534663,1
272, NOVI, MI,48375,12/24/19,Public Relations,42.491988,-83.480578,1
273, NOVI, MI,48375,12/24/19,Public Relations,42.516729,-83.447827,1
274, NOVI, MI,48375,12/24/19,Public Relations,42.491988,-83.480578,1
275, NOVI, MI,48375,12/24/19,Public Relations,42.503898,-83.443508,1
276, NOVI, MI,48375,12/24/19,Public Relations,42.456255,-83.43745,1
277, NOVI, MI,48374,12/24/19,Public Relations,42.468959,-83.522221,1
278, NOVI, MI,48375,12/24/19,Community Preparedness Check,42.512892,-83.449649,1
279, NOVI, MI,48375,12/24/19,Public Relations,42.477223,-83.454587,1
280, NOVI, MI,48374,12/24/19,Public Relations,42.488863,-83.502099,1
281, NOVI, MI,48375,12/24/19,Public Relations,42.49097,-83.476249,1
282, NOVI, MI,48375,12/24/19,Public Relations,42.466032,-83.475875,1
283, NOVI, MI,48375,12/24/19,Public Relations,42.509873,-83.466336,1
284, NOVI, MI,48375,12/24/19,Public Relations,42.468959,-83.522221,1
285, NOVI, MI,48375,12/24/19,Public Relations,42.442086,-83.434887,1
286, NOVI, MI,48375,12/24/19,Public Relations,42.491899,-83.471475,1
287, NOVI, MI,48375,12/24/19,Public Relations,42.491899,-83.471475,1
288, NOVI, MI,48375,12/24/19,Public Relations,42.465612,-83.537633,1
289, NOVI, MI,48374,12/24/19,Public Relations,42.488863,-83.502099,1
290, NOVI, MI,48374,12/24/19,Public Relations,42.488284,-83.534312,1
291, NOVI, MI,48375,12/24/19,Public Relations,42.463211,-83.490985,1
292, NOVI, MI,48375,12/24/19,Public Relations,42.491899,-83.471475,1
293, NOVI, MI,48377,12/24/19,Public Relations,42.509539,-83.467606,1
294, NOVI, MI,48374,12/24/19,Public Relations,42.473913,-83.497865,1
295, NOVI, MI,48375,12/24/19,Public Relations,42.450681,-83.504154,1
296, NOVI, MI,48375,12/24/19,Public Relations,42.525471,-83.492842,1
297, NOVI, MI,48375,12/24/19,Public Relations,42.488284,-83.534312,1
298, NOVI, MI,48375,12/24/19,Public Relations,42.440775,-83.437282,1
299, NOVI, MI,48375,12/24/19,Public Relations,42.440775,-83.437282,1
300, NOVI, MI,48375,12/24/19,Public Relations,42.463211,-83.490985,1
301, NOVI, MI,48375,12/24/19,Public Relations,42.468959,-83.522221,1
302, NOVI, MI,48375,12/24/19,Public Relations,42.482083,-83.4715,1
303, NOVI, MI,48375,12/24/19,Community Preparedness Check,42.465061,-83.461523,1
304, NOVI, MI,48375,12/24/19,Community Preparedness Check,42.49097,-83.476249,1
305, NOVI, MI,48375,12/24/19,Community Preparedness Check,42.461427,-83.446007,1
306, NOVI, MI,48375,12/24/19,Public Relations,42.624728,-83.212215,1
307, NOVI, MI,48375,12/24/19,Community Preparedness Check,42.521202,-83.469492,1
308, NOVI, MI,48374,12/24/19,Community Preparedness Check,42.473913,-83.497865,1
309, NOVI, MI,48375,12/24/19,Community Preparedness Check,42.44864,-83.43778,1
310, NOVI, MI,48374,12/24/19,Public Relations,42.468959,-83.522221,1
311, NOVI, MI,48375,12/24/19,Community Preparedness Check,42.443062,-83.435775,1
312, NOVI, MI,48375,12/24/19,Community Preparedness Check,42.444532,-83.466231,1
313, NOVI, MI,48375,12/24/19,Public Relations,42.523733,-83.513396,1
314, NOVI, MI,48375,12/24/19,Public Relations,42.468959,-83.522221,1
315, NOVI, MI,48377,12/24/19,Public Relations,42.491988,-83.480578,1
316, NOVI, MI,48375,12/24/19,Community Preparedness Check,42.512892,-83.449649,1
317, NOVI, MI,48375,12/24/19,Community Preparedness Check,42.508257,-83.454752,1
318, NOVI, MI,48375,12/23/19,Public Relations,42.492271,-83.475934,1
319, NOVI, MI,48375,12/23/19,Public Relations,42.492585,-83.426366,1
320, NOVI, MI,48375,12/23/19,Public Relations,42.468959,-83.522221,1
321, NOVI, MI,48375,12/23/19,Public Relations,42.522439,-83.49899,1
322, NOVI, MI,48375,12/23/19,Public Relations,42.525471,-83.492842,1
323, NOVI, MI,48375,12/23/19,Public Relations,42.522439,-83.49899,1
324, NOVI, MI,48374,12/23/19,Public Relations,42.468959,-83.522221,1
325, NOVI, MI,48375,12/23/19,Public Relations,42.491899,-83.471475,1
326, NOVI, MI,48375,12/23/19,Public Relations,42.468959,-83.522221,1
327, NOVI, MI,48374,12/23/19,Public Relations,42.488863,-83.502099,1
328, NOVI, MI,48377,12/23/19,Public Relations,42.509539,-83.467606,1
329, NOVI, MI,48375,12/23/19,Public Relations,42.493051,-83.521021,1
330, NOVI, MI,48374,12/23/19,Public Relations,42.488284,-83.534312,1
331, NOVI, MI,48375,12/23/19,Public Relations,42.450681,-83.504154,1
332, NOVI, MI,48375,12/23/19,Public Relations,42.500427,-83.486296,1
333, NOVI, MI,48375,12/23/19,Public Relations,42.468959,-83.522221,1
334, NOVI, MI,48375,12/23/19,Public Relations,42.488863,-83.502099,1
335, NOVI, MI,48375,12/23/19,Public Relations,42.442086,-83.434887,1
336, NOVI, MI,48375,12/23/19,Public Relations,42.486626,-83.520422,1
337, NOVI, MI,48375,12/23/19,Community Preparedness Check,42.475122,-83.448154,1
338, NOVI, MI,48375,12/23/19,Public Relations,42.492271,-83.475934,1
339, NOVI, MI,48374,12/23/19,Public Relations,42.480495,-83.476002,1
340, NOVI, MI,48375,12/23/19,Public Relations,42.472468,-83.474906,1
341, NOVI, MI,48375,12/23/19,Public Relations,42.472468,-83.474906,1
342, NOVI, MI,48375,12/23/19,Community Preparedness Check,42.450681,-83.504154,1
343, NOVI, MI,48374,12/23/19,Public Relations,42.447304,-83.434943,1
344, NOVI, MI,48375,12/23/19,Public Relations,42.468959,-83.522221,1
345, NOVI, MI,48375,12/23/19,Public Relations,42.468959,-83.522221,1
346, NOVI, MI,48374,12/22/19,Public Relations,42.444532,-83.466231,1
347, NOVI, MI,48375,12/22/19,Community Preparedness Check,42.484082,-83.457421,1
348, NOVI, MI,48375,12/22/19,Public Relations,42.482181,-83.45668,1
349, NOVI, MI,48374,12/22/19,Public Relations,42.468959,-83.522221,1
350, NOVI, MI,48375,12/22/19,Public Relations,42.468959,-83.522221,1
351, NOVI, MI,48375,12/22/19,Public Relations,42.468959,-83.522221,1
352, NOVI, MI,48377,12/22/19,Public Relations,42.492271,-83.475934,1
353, NOVI, MI,48377,12/22/19,Public Relations,42.491988,-83.480578,1
354, NOVI, MI,48375,12/22/19,Public Relations,42.482091,-83.474305,1
355, NOVI, MI,48377,12/22/19,Public Relations,42.468959,-83.522221,1
356, NOVI, MI,48374,12/22/19,Public Relations,42.493051,-83.521021,1
357, NOVI, MI,48375,12/22/19,Community Preparedness Check,42.512892,-83.449649,1
358, NOVI, MI,48375,12/22/19,Public Relations,42.490596,-83.479664,1
359, NOVI, MI,48377,12/22/19,Public Relations,42.488863,-83.502099,1
